Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.1,
Horizontal Delay,0,
Sample Interval,0.001,
Record Length,1000,
Gating,0.1% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH1,CH2
3.64e-01,3.04,0.38
3.65e-01,3.04,0.36
3.66e-01,3.04,0.36
3.67e-01,3.04,0.34
3.68e-01,3.2,0.34
3.69e-01,3.2,0.32
3.70e-01,3.12,0.3
3.71e-01,3.2,0.28
3.72e-01,3.2,0.26
3.73e-01,3.2,0.28
3.74e-01,3.28,0.22
3.75e-01,3.28,0.22
3.76e-01,3.28,0.2
3.77e-01,3.44,0.18
3.78e-01,3.36,0.18
3.79e-01,3.36,0.14
3.80e-01,3.44,0.12
3.81e-01,3.44,0.1
3.82e-01,3.52,0.1
3.83e-01,3.52,0.12
3.84e-01,3.52,0.1
3.85e-01,3.6,0.08
3.86e-01,3.6,0.08
3.87e-01,3.6,0.1
3.88e-01,3.68,0.08
3.89e-01,3.6,0.06
3.90e-01,3.68,0.1
3.91e-01,3.68,0.1
3.92e-01,3.76,0.1
3.93e-01,3.76,0.12
3.94e-01,3.68,0.12
3.95e-01,3.76,0.12
3.96e-01,3.76,0.12
3.97e-01,3.76,0.12
3.98e-01,3.76,0.12
3.99e-01,3.68,0.14
4.00e-01,3.6,0.14
4.01e-01,3.6,0.14
4.02e-01,3.52,0.14
4.03e-01,3.52,0.14
4.04e-01,3.44,0.16
4.05e-01,3.44,0.14
4.06e-01,3.44,0.16
4.07e-01,3.44,0.14
4.08e-01,3.36,0.14
4.09e-01,3.36,0.12
4.10e-01,3.28,0.16
4.11e-01,3.28,0.12
4.12e-01,3.2,0.12
4.13e-01,3.28,0.12
4.14e-01,3.28,0.12
4.15e-01,3.2,0.12
4.16e-01,3.2,0.12
4.17e-01,3.2,0.1
4.18e-01,3.12,0.1
4.19e-01,3.12,0.1
4.20e-01,3.04,0.1
4.21e-01,3.04,0.1
4.22e-01,3.04,0.1
4.23e-01,3.04,0.1
4.24e-01,3.04,0.1
4.25e-01,2.96,0.1
4.26e-01,2.96,0.08
4.27e-01,2.96,0.06
4.28e-01,2.88,0.08
4.29e-01,2.88,0.08
4.30e-01,2.8,0.1
4.31e-01,2.8,0.12
4.32e-01,2.8,0.1
4.33e-01,2.88,0.1
4.34e-01,2.72,0.12
4.35e-01,2.72,0.12
4.36e-01,2.64,0.16
4.37e-01,2.64,0.18
4.38e-01,2.72,0.18
4.39e-01,2.56,0.2
4.40e-01,2.64,0.2
4.41e-01,2.64,0.22
4.42e-01,2.48,0.24
4.43e-01,2.48,0.24
4.44e-01,2.48,0.3
4.45e-01,2.48,0.3
4.46e-01,2.48,0.3
4.47e-01,2.4,0.34
4.48e-01,2.32,0.34
4.49e-01,2.32,0.34
4.50e-01,2.48,0.36
4.51e-01,2.32,0.36
4.52e-01,2.24,0.38
4.53e-01,2.32,0.4
4.54e-01,2.24,0.4
4.55e-01,2.24,0.42
4.56e-01,2.24,0.42
4.57e-01,2.16,0.42
4.58e-01,2.16,0.44
4.59e-01,2.24,0.44
4.60e-01,2.08,0.44
4.61e-01,2.08,0.44
4.62e-01,2,0.44
4.63e-01,2.08,0.46
4.64e-01,1.92,0.46
4.65e-01,2,0.5
4.66e-01,1.92,0.52
4.67e-01,2,0.5
4.68e-01,1.84,0.5
4.69e-01,1.92,0.52
4.70e-01,1.84,0.52
4.71e-01,1.84,0.52
4.72e-01,1.76,0.52
4.73e-01,1.84,0.5
4.74e-01,1.76,0.48
4.75e-01,1.76,0.48
4.76e-01,1.68,0.46
4.77e-01,1.68,0.46
4.78e-01,1.76,0.42
4.79e-01,1.68,0.42
4.80e-01,1.6,0.38
4.81e-01,1.6,0.38
4.82e-01,1.52,0.34
4.83e-01,1.52,0.36
4.84e-01,1.52,0.34
4.85e-01,1.44,0.3
4.86e-01,1.44,0.28
4.87e-01,1.52,0.26
4.88e-01,1.44,0.24
4.89e-01,1.36,0.22
4.90e-01,1.36,0.22
4.91e-01,1.36,0.18
4.92e-01,1.36,0.18
4.93e-01,1.28,0.18
4.94e-01,1.28,0.16
4.95e-01,1.2,0.16
4.96e-01,1.2,0.14
4.97e-01,1.28,0.12
4.98e-01,1.12,0.12
4.99e-01,1.2,0.12

